,tailamplitude_max,tailvigour,tailfreq_mean,tailcurvature_distal,tailcurvature_proximal,tailvigour60,tailvigour_alltrial
0,36.1434270795,332.079895544,16.4473684211,36.1434270795,23.3213635183,174.539989467,339.58219109
1,21.9790845381,189.884403456,14.0845070423,21.9790845381,16.600107358,84.9331026088,193.802598452
2,12.1222637024,166.794672244,14.0845070423,11.0948588985,5.43190337647,76.6941312002,169.595394218
3,23.8767630692,361.52133778,19.0217391304,23.8767630692,16.4747259297,111.448440695,407.628497578
4,9.87600835496,100.355647409,16.4473684211,1.15715005142,1.3599537537,45.5478707762,104.536724425
5,7.48685569099,81.7564587263,15.3846153846,0.643264461806,0.832026316295,44.3055267893,84.3529370985
6,9.02339745344,99.4578573772,11.1940298507,1.65081869604,1.41563296137,49.3330447092,101.346128235
7,14.6349965198,196.603136877,19.2307692308,13.8781434837,8.73657653934,75.4083179001,205.252632776
8,7.70104661857,120.163335381,18.115942029,0.835953194244,1.00403265499,61.9238695119,124.134424202
9,20.5906098048,263.471175967,13.3333333333,20.5906098048,11.4068416985,123.498390239,267.427231558
10,10.8026789524,150.514916185,17.8571428571,10.8026789524,7.75863470714,69.6206786666,151.641198344
11,7.65692354928,119.820298398,17.1232876712,0.704023655257,0.702476558511,53.4172801772,122.801892446
12,9.65499073929,108.490040236,18.6567164179,1.17098972117,1.28944471188,44.5467106121,110.660646686
13,14.7827947973,186.721361826,16.6666666667,14.7827947973,8.97343905746,74.1616703407,192.119036263
14,6.506587134,107.374600466,18.3823529412,0.166343791544,0.440007661047,58.2194946728,110.643341007
15,6.90989664085,83.5307118299,19.8412698413,0.624210560428,0.581671581972,48.6343741191,83.8505836522
16,31.0111903492,408.825339544,19.8863636364,21.5471112035,14.1076034431,159.305849003,436.037665051
17,6.75235329373,76.6748328982,7.57575757576,0.62434831699,0.436752901744,37.4349080092,78.2309955922
18,12.7624905071,156.800603037,12.6582278481,10.6469120523,6.46958153085,54.5868904559,165.916384779
19,24.7470229482,316.004873938,17.8571428571,24.7470229482,18.8787579985,112.175085658,331.643006557
20,5.56391011693,72.4857738876,11.0294117647,0.430390238709,0.121450372247,38.8839839496,73.9843369585
21,25.6548206637,232.98356457,15.4320987654,11.7386775647,4.95491147833,110.464241487,241.081141782
22,43.0448552838,366.659435138,13.8888888889,43.0448552838,32.909127619,193.804838218,387.343886113
23,23.6512379912,340.777585138,18.75,23.6512379912,14.914375972,137.551487817,352.269951407
24,40.7052457705,574.834211552,18.9873417722,40.7052457705,28.2502396987,327.718923564,587.345681969
25,36.0755678082,325.261821316,21.0843373494,23.8435323849,15.0532822026,183.680113003,350.984050911
26,11.4635691084,152.134260307,18.75,11.4635691084,6.70957125868,51.7369303422,160.751486482
27,8.04435239241,121.854595932,19.4805194805,0.938618256662,1.10653392004,52.8264277716,127.449158055
28,14.4392633792,174.982583126,42.9292929293,14.3076516508,8.78352214597,65.2501514429,480.628369597
29,19.7257014263,197.102129494,14.0845070423,19.7257014263,9.94709811254,115.113674403,199.607644227
30,11.0385939136,155.735523524,15.8227848101,0.295879641893,0.426928129064,60.3044831738,169.351760115
31,21.9788452519,275.662776946,15.243902439,21.9788452519,13.0066090342,136.948150283,286.085271108
32,6.61787045669,87.4305717475,10.4166666667,0.248554562532,0.134450198204,36.6784327832,89.3338141106
33,12.6657914019,173.299540177,16.0256410256,11.5921897598,11.5921897598,69.0822540485,180.848151348
34,11.573942561,137.894663985,13.3333333333,10.3032582075,3.0805947065,66.7321482843,140.314707015
35,53.0642223231,399.154966201,18.2926829268,53.0642223231,43.3584132763,152.94988753,412.981153008
36,38.9191944013,367.131826379,16.4835164835,38.9191944013,29.5403522606,175.55255519,397.238098801
37,29.3342124262,334.241616704,16.3043478261,29.3342124262,20.4869687853,145.209719588,361.095435643
38,11.7647226196,152.626307834,14.0845070423,10.2084068756,3.59453420133,83.5540657856,157.696093271
39,29.896798829,376.971571776,18.6170212766,16.3746476941,9.04618487695,134.228099695,419.514740878
40,7.41737067098,115.919395922,20.5479452055,0.864333185795,0.790922444087,51.3025119012,119.349841414
41,12.9112261489,201.895921851,16.6666666667,12.9112261489,8.2062325093,80.1042218631,205.712695184
42,15.0300403954,167.881918733,20.2702702703,0.128448345126,0.199264403464,84.0441713646,173.072215869
43,18.6116845088,195.406154008,19.8863636364,18.6116845088,12.074955787,47.7427718051,222.587931001
44,8.06940205862,88.6785293088,10.8695652174,0.851315779676,1.11191895852,52.3982294179,90.9980796199
45,9.53429387476,145.022880927,16.0256410256,0.852883567022,0.808581199858,54.3669970372,150.608439436
46,8.89295451635,138.589168002,16.8539325843,1.74739332507,1.97742801953,49.3240967995,171.813455117
47,22.3799110312,378.517939475,16.8539325843,12.746765718,5.8348923047,105.000998908,417.210589456
48,5.85839401216,87.6407097999,16.2337662338,0.324531941219,0.33901089799,36.34103551,93.5324865983
49,18.0793157592,236.11999067,17.2413793103,18.0793157592,12.4626155943,63.2720937081,254.692530051
