,tailamplitude_max,tailvigour,tailfreq_mean,tailcurvature_distal,tailcurvature_proximal,tailvigour60,tailvigour_alltrial,tailcurvature_distal30
0,3.19023939466,40.8212440638,4.23728813559,1.88050167279,1.89452450049,25.6983866974,40.8212440638,2.07976708071
1,4.89394265387,67.1058256474,7.69230769231,1.51839732381,0.761129863118,35.7935295338,67.9381072808,4.45425834122
2,3.31666867083,59.4654169633,7.57575757576,1.05320136473,0.790575479511,32.8630213424,60.8898760974,1.46188079269
3,7.40274710848,43.5303112048,5.0,5.18733808021,3.42338392685,31.9509374442,43.5303112048,7.51718032564
4,7.36443259782,57.5647762201,8.33333333333,3.58605130697,0.323675570982,35.4832728836,57.5647762201,8.38608929745
5,4.19082838277,37.1390253965,4.31034482759,2.16489181999,1.31615335618,23.3060723659,37.1390253965,3.42640846775
6,6.92937079862,63.2809007074,11.71875,4.04420206347,1.02849248051,33.4259875834,64.3834223785,11.2949134456
7,3.30886683925,54.4995362492,7.69230769231,0.613419523647,0.00343541994367,27.1780601695,55.0000959717,0.778434564006
8,5.77263824941,74.9558339714,19.2307692308,1.40111277479,0.0644075046134,36.8574752475,75.9645879549,3.31367832341
9,6.44890173012,53.8591675843,12.2950819672,3.03834176874,0.00261725438165,30.2588928721,53.8591675843,7.27241178568
10,6.0533065618,64.2169791703,15.873015873,3.3004659262,1.14746144347,34.1670617327,64.2946594465,6.90537008231
11,3.32709909815,57.882307396,9.375,0.554035933712,0.294062288568,19.6190413616,64.521811155,1.59263324062
12,3.97995094854,43.9732143949,3.67647058824,0.655214650925,0.651077683395,22.4112521314,46.2614654367,0.567048104474
13,5.36796111789,61.4779827293,8.62068965517,0.675589381986,0.672223657877,24.2502099736,78.2076455491,0.767133353986
14,5.95264348246,60.3312514754,3.73134328358,1.89022453206,0.53969854039,28.4544848493,62.5658458932,3.51385029983
15,3.27255712942,53.6854731791,14.9253731343,1.23920132836,1.21311674054,24.0417257151,54.6467141559,1.77675783021
16,7.49098063548,90.3091019563,16.6666666667,1.55378992917,1.85476923557,53.767601076,90.3091019563,1.10245706884
17,5.06436959772,60.7433796951,12.0967741935,2.18978205383,2.46720357788,39.5533656939,60.7433796951,1.94507663838
18,3.6065435692,43.1148733951,0.0,0.21281163554,0.802551306697,25.8062270395,43.1148733951,1.36846707414
19,7.32341154511,58.3241541924,12.5,0.196547874467,0.717175420374,40.0012982947,58.3241541924,0.233722412502
20,2.91153770607,59.0827259499,11.5384615385,0.902230613327,1.41431261471,35.7684216148,59.8573615807,4.73764285229
21,6.15238831179,63.3409444992,3.6231884058,2.95020011182,1.56274637074,28.1428044847,64.3593941217,4.27608661072
22,5.79325498668,71.0552407799,3.20512820513,5.32991621316,1.24092707043,30.9783538136,80.2951390002,12.126876936
23,6.5619136099,77.9635025207,12.2950819672,2.39502866836,0.107611248417,39.4943062233,77.9635025207,5.44850233514
24,7.0080186046,68.0330321008,3.42465753425,0.462452817001,2.84592457395,27.9148979188,72.2790094283,6.05471643956
25,8.04428008501,60.9682673553,3.0487804878,0.398365327653,0.0921737343312,35.4356209421,72.3375924252,0.78423261906
26,4.63729585619,70.7961955133,15.873015873,0.167729207996,0.545831462413,40.9752218764,70.9146099257,0.381532724713
