,tailamplitude_max,tailvigour,tailfreq_mean,tailcurvature_distal,tailcurvature_proximal,tailvigour60,tailvigour_alltrial,tailcurvature_distal30
0,7.87683124932,93.4638749651,25.5102040816,0.269946896792,1.4548713015,53.7409560572,93.4638749651,1.81139811545
1,40.0018494796,272.757909281,17.3267326733,11.8840878723,2.06507081126,59.0352346715,356.683190598,27.5347151737
2,7.54127255402,73.250575753,6.94444444444,0.0774490758026,0.673554814037,46.5574682984,79.4285140726,0.547171846957
3,8.18417689811,87.4190792085,16.9491525424,2.42829389575,2.61522493065,49.3807611089,87.4190792085,2.5599063922
4,7.88815963655,69.5677699316,8.33333333333,1.00159091969,0.433999468621,32.0145976017,69.5677699316,3.04034238686
5,6.0783733664,59.6371439558,13.8888888889,1.81614337524,0.441195656958,38.0311497284,59.6371439558,4.41447031378
6,101.405370815,379.565513673,17.6991150442,104.858970487,62.2752647504,44.1612355566,575.532751326,158.295992912
7,14.5114674603,103.990026539,11.7924528302,14.1062194858,10.7980132362,42.8262368077,148.863210115,17.0345181635
8,9.15545292293,66.5224167954,12.3762376238,2.03404196399,0.93625777193,40.1845219669,102.898852799,2.40936630549
9,6.40912115161,72.007493423,19.2307692308,0.258275466353,0.556777257313,41.9876179214,72.007493423,0.444787814281
10,7.79927457291,73.3307803663,10.0,1.54103437551,1.25180047836,51.2798013323,73.3307803663,1.98901223666
11,12.2757720605,94.9500584339,9.43396226415,1.6167938961,0.467602590352,58.8148845329,94.9500584339,3.33842267016
12,8.72046177076,74.1961015301,11.4678899083,0.0749926693943,1.07059571717,34.1319182827,129.013485503,0.98840747819
13,7.57452249861,79.0458817641,9.61538461538,0.882540020568,0.668227678061,50.9671775819,79.0458817641,1.46147128653
14,18.498313217,112.625993384,16.9491525424,0.366591700995,0.840441821549,48.6403196468,232.691611121,1.59520260662
15,92.5768259849,412.455765463,13.2743362832,9.05917388732,1.07951256742,89.2898345833,632.198291164,14.1990817118
16,49.5434456222,245.715252842,15.0862068966,55.4661570401,20.4137513941,47.4121200426,519.445608754,99.0217728419
17,83.154609906,330.333313608,18.018018018,18.5292857314,4.12630356631,55.8985508714,580.896102213,45.0631648213
18,12.6281782598,100.99489936,13.1578947368,11.2721874383,1.38036149642,64.1539135163,100.99489936,26.8047626197
19,66.2198931895,309.713100845,19.3965517241,72.8194225787,32.1207512981,38.045955855,548.625275082,124.45385525
20,9.48092308467,111.312483826,13.5135135135,1.27077865518,3.35137282219,62.7878012396,120.161250772,0.715736839986
21,16.4902769683,130.647209688,14.0186915888,5.12706454438,1.59514646141,64.3608447411,252.273673139,0.625487729833
22,35.811104211,222.954534014,13.5135135135,14.5092304032,0.601693145219,63.7295945706,381.971879866,34.5224498493
23,50.7191996049,276.010062093,18.4210526316,10.9059861786,2.72187397156,56.5284651927,345.048821629,17.7494162575
24,7.45993072206,97.566622834,9.25925925926,0.0547627214266,1.10848313164,61.7768718198,97.566622834,1.16790438418
25,8.33696964948,59.8370984959,6.17283950617,0.879036185405,0.878374556111,39.8379586458,70.3246129096,1.87109573154
26,8.16455454583,60.7576693755,4.80769230769,1.3146373065,1.30753834012,53.2040070866,60.7576693755,0.877566708367
27,166.558235122,914.389359262,18.4426229508,196.515027504,187.309488785,45.6327954568,1163.20381536,209.618981964
28,7.71674466063,96.5758985946,12.0967741935,0.494719347635,0.657252792021,43.0368536129,96.5932849118,1.77552884771
29,9.89597756476,80.3431415552,14.1509433962,0.283134801205,0.509333450686,44.9413362449,80.3431415552,0.429498633222
30,16.6980624933,112.64934142,8.42696629213,24.2853834538,2.14010342612,37.0221448545,134.585806142,62.4652259411
31,88.4263876082,659.361535315,12.0192307692,127.100729415,16.6889687007,40.4262668118,829.382777948,233.566010316
32,60.6609571624,250.231952591,14.0186915888,71.8918176807,29.8508903083,37.5643494621,395.780642737,250.483488966
33,7.45027032953,61.1063506952,14.4230769231,1.37178142275,0.0133557509711,38.4486398975,61.1063506952,2.25716491108
34,9.14918782568,71.8622375072,10.2040816327,2.04184847902,0.660112990833,49.5391031669,71.8622375072,9.13354428982
35,27.2178917338,177.313349716,16.5094339623,27.6582253949,4.07352662388,39.6276802799,279.184450074,53.6984607494
36,108.302369254,384.214641499,18.5185185185,114.132899971,65.4465350918,48.9468681464,599.055972894,175.197781043
37,20.9735627732,130.182737134,15.306122449,0.433721471684,1.36616148187,29.5651741432,198.268825953,0.525339944177
38,40.9552537105,305.95752611,23.3644859813,33.9823659435,20.7438415803,46.459524237,425.973517422,44.0448897723
39,13.0880371493,118.913945218,9.61538461538,1.06381295732,1.35293770078,65.6606824746,132.244555432,1.08806616744
40,6.58579482258,70.9530248048,14.7058823529,0.351503016229,0.0566331184193,50.3687800139,70.9530248048,0.893684077208
41,9.2378615648,77.2459646048,10.2040816327,1.47687314644,1.32395812471,39.3627013831,110.609112149,5.32933100852
42,9.74095796242,97.7926950013,12.6262626263,3.34227783349,1.27963525807,47.5537661141,128.496577973,6.2832120935
43,8.82844966218,80.5459513541,19.6078431373,1.65184780408,0.861155151617,55.0820336452,80.5459513541,2.35850025439
44,30.8766628784,230.672571668,20.2702702703,25.665790715,10.608789662,52.4498695815,428.158664542,49.1790619506
45,103.590995628,394.533139666,19.3965517241,15.278315085,4.39698252894,46.4105280188,640.089069307,34.8636610106
