,left,right,convergence,bladder_mid_um,bladder_mid,sb_cr_um_ms,sb_cr,size_sb,tail_amplitude_list
0,9.24588208011,21.580229545,30.8261116251,598.082140322,59.8082140322,-0.0477338781668,-0.0159112927223,347.0,0.392969006201
1,8.52166658489,21.2311194731,29.752786058,596.453433145,59.6453433145,0.0571925418934,0.0190641806311,351.0,0.943055232471
2,8.65157794471,21.7255727425,30.3771506872,597.531518952,59.7531518952,0.0194060604837,0.00646868682791,346.5,1.01328908521
3,9.35418669357,22.0829071356,31.4370938292,597.373382544,59.7373382544,-0.0101152804492,-0.00337176014972,353.0,0.943055232471
4,8.63334108873,21.7831260763,30.416467165,597.286575686,59.7286575686,0.0172868402566,0.00576228008555,352.0,0.943055232471
5,8.8354067359,21.7059354295,30.5413421654,597.406642176,59.7406642176,-0.0377123092252,-0.0125707697417,348.5,1.01328908521
6,9.07138477522,21.7940493087,30.8654340839,597.854953294,59.7854953294,-0.0461025590548,-0.0153675196849,352.0,0.857423845003
7,8.24541111558,21.7023779556,29.9477890711,597.204794537,59.7204794537,0.0242322289246,0.00807740964155,348.5,0.857423845003
8,8.20333109325,21.3847249375,29.5880560307,597.57468969,59.757468969,-0.00316136386486,-0.00105378795495,349.5,0.857423845003
9,7.60850970994,21.6320800283,29.2405897382,596.778103689,59.6778103689,-0.00899158214778,-0.00299719404926,351.5,1.0160532788
10,9.00811554653,21.0485967959,30.0567123425,597.08657731,59.708657731,0.00348449992409,0.0011614999747,347.5,0.943055232471
11,8.07369258596,21.5821452074,29.6558377934,597.608665019,59.7608665019,-0.0726234167308,-0.0242078055769,348.5,0.943055232471
12,8.07339597898,21.5527856507,29.6261816296,597.522000292,59.7522000292,-0.12236241359,-0.0407874711965,350.5,0.943055232471
13,8.7785962356,21.3636694006,30.1422656362,596.628243987,59.6628243987,0.0314378980436,0.0104792993479,351.0,0.943055232471
14,7.90453530823,22.5267878525,30.4313231608,597.144652308,59.7144652308,0.00366920009079,0.00122306669693,353.5,0.857423845003
15,7.83961813519,21.8983145853,29.7379327205,596.39827474,59.639827474,0.0663814872393,0.0221271624131,354.5,0.857423845003
16,7.83982464234,22.2953464714,30.1351711138,595.482626733,59.5482626733,0.133263571599,0.0444211905328,352.5,0.857423845003
17,7.29168190128,22.19262863,29.4843105313,597.152208954,59.7152208954,-0.0524195990201,-0.0174731996734,351.5,0.857423845003
18,9.04452284819,21.7534827142,30.7980055624,597.205805643,59.7205805643,0.0194189595359,0.00647298651197,353.0,0.857423845003
19,8.65805316386,21.9266362622,30.584689426,597.504632861,59.7504632861,-0.0769134854534,-0.0256378284845,350.0,1.01328908521
20,8.78490320652,22.2235487326,31.0084519391,597.703686259,59.7703686259,-0.0460180247143,-0.0153393415714,350.0,0.943055232471
21,9.1350775114,21.9785653278,31.1136428392,596.27854897,59.627854897,0.0613205343354,0.0204401781118,350.5,0.943055232471
22,8.51315868763,21.58042169,30.0935803776,597.529454969,59.7529454969,0.00220288639421,0.000734295464736,345.5,0.943055232471
23,9.33063233982,22.0836221976,31.4142545374,596.222741436,59.6222741436,0.0549199424004,0.0183066474668,349.0,0.943055232471
24,9.10785471996,21.9434553219,31.0513100419,596.936719181,59.6936719181,0.0568470246745,0.0189490082248,349.0,0.857423845003
25,8.3929752281,21.9158615304,30.3088367585,597.300557876,59.7300557876,-0.073641671674,-0.0245472238913,353.5,0.871652768405
26,8.50170733771,21.8821096986,30.3838170363,597.566169742,59.7566169742,-0.0444407732411,-0.0148135910804,350.5,0.857423845003
27,8.97480058775,21.8988997122,30.8737003,597.13807381,59.713807381,-0.0802760371466,-0.0267586790489,351.0,0.871652768405
28,8.31185664097,21.7149701329,30.0268267739,597.884169592,59.7884169592,-0.0533261520758,-0.0177753840253,351.5,1.01328908521
29,8.96429921151,22.0796847493,31.0439839608,596.073196681,59.6073196681,0.0334700383976,0.0111566794659,352.5,1.01328908521
30,8.50656838853,21.8088620742,30.3154304627,596.825490188,59.6825490188,-0.0275798375063,-0.00919327916877,354.0,1.01328908521
31,8.5919812056,22.0774152637,30.6693964693,595.800139857,59.5800139857,0.110034971419,0.0366783238064,353.5,0.857423845003
32,8.92913776342,21.9711721658,30.9003099292,596.995400391,59.6995400391,0.106199662292,0.0353998874307,348.0,0.943055232471
33,9.5572412215,21.3003087615,30.857549983,596.631030655,59.6631030655,0.0582236517939,0.0194078839313,351.0,0.943055232471
34,8.44892350557,21.3095851484,29.758508654,596.36582623,59.636582623,0.0810540454676,0.0270180151559,350.0,0.943055232471
35,8.96624211373,22.0567660378,31.0230081516,597.634056048,59.7634056048,-0.124936830793,-0.0416456102644,349.0,0.943055232471
36,8.28993861814,21.6024315038,29.8923701219,598.765394762,59.8765394762,-0.153110374439,-0.0510367914795,348.5,0.857423845003
37,7.41839837563,21.4706725679,28.8890709435,597.601424851,59.7601424851,-0.0373556049028,-0.0124518683009,353.5,0.871652768405
38,7.25882690404,20.4812793944,27.7401062984,597.716726987,59.7716726987,-0.0285268178483,-0.00950893928276,355.0,0.871652768405
39,7.91251988594,21.2629173323,29.1754372183,595.551775534,59.5551775534,0.0875278685029,0.0291759561676,354.0,0.871652768405
40,8.36069300096,22.1866521966,30.5473451975,596.213555188,59.6213555188,0.0391348294109,0.013044943137,353.0,1.01328908521
41,8.29615977303,22.7548806005,31.0510403735,596.978831436,59.6978831436,-0.0218820356654,-0.00729401188847,350.0,0.943055232471
42,8.26834651104,22.1831011753,30.4514476864,597.241280023,59.7241280023,0.0831792258873,0.0277264086291,351.0,0.943055232471
