,left,right,convergence,bladder_mid,sb_cr,size_sb,mouth_area,mouth_cr
196,20.6376766498,12.4621514464,33.0998280962,60.4149287964,-3.58406031737e-05,351.0,300.5,-0.2
197,21.1789003314,12.2464861695,33.425386501,60.3556257592,0.0350217696245,351.5,302.5,-1.3
198,21.105904057,12.3483346351,33.4542386921,60.3387158545,0.00846475051188,351.0,301.5,-0.9
199,20.9658093779,12.1689996293,33.1348090071,60.3528881061,0.0226104504497,351.5,300.0,-0.6
200,20.8942811963,12.5984022571,33.4926834534,60.4147495934,0.0103148052952,345.0,299.5,-0.2
201,20.1342553896,12.3466144057,32.4808697952,60.5307346073,-0.0208497406245,350.5,296.0,0.2
202,20.5817968328,12.355058004,32.9368548368,60.3810396071,0.00574018839022,351.0,297.0,-0.4
203,20.4908119384,12.7709866458,33.2617985841,60.4659403584,-0.0309809610149,347.0,297.0,-0.7
204,20.5063577495,12.8167008775,33.323058627,60.4663236198,-0.0262421820613,349.5,298.5,-0.9
205,21.2534901205,11.5012920206,32.7547821411,60.4264859042,0.00119373285789,348.5,297.0,-0.2
206,21.1992308254,12.2593671294,33.4585979547,60.409740549,-0.001351112173,349.5,295.0,0.9
207,20.6124769969,11.7637543288,32.3762313257,60.3110355533,0.00987359194441,349.0,293.5,1.5
208,20.3087324295,12.3734337259,32.6821661554,60.3351127095,0.0017374122095,349.5,294.0,1.8
209,20.0953894147,13.11496525,33.2103546647,60.4324545685,-0.0172263794936,349.0,296.0,1.2
210,20.8044895808,12.6950714806,33.4995610615,60.4029849882,-0.00630553092541,352.0,299.5,-0.5
211,20.8586779538,11.9220564295,32.7807343832,60.360403513,0.0160591361272,351.0,301.0,-1.5
212,20.8501663738,11.8997928412,32.7499592151,60.3437997706,0.0124152531056,349.5,303.0,-1.8
213,20.8902518629,11.9820606148,32.8723124777,60.346322671,-0.0109035212583,350.0,302.0,-1.4
214,21.0532330263,12.5185735745,33.5718066009,60.3714573335,-0.00689519631014,350.0,297.0,-0.2
215,21.2348672314,12.5905393557,33.8254065871,60.4406991937,0.00301590306535,349.0,293.5,0.5
216,20.0734972627,12.3756912281,32.4491884908,60.4058760361,-0.00129968762728,351.5,294.0,0.2
217,20.5588600789,13.6428990461,34.201759125,60.2918050647,0.00284966706315,349.0,295.0,0.0
218,20.6544635954,12.4949554674,33.1494190628,60.336981352,0.0051344629007,346.5,296.0,-0.2
219,20.4158765177,13.6400934312,34.0559699489,60.455778709,-0.016097728742,350.5,296.0,-0.2
220,20.8481076991,13.2533833779,34.101491077,60.399377598,-0.00875863877974,347.0,295.0,0.7
221,20.5550605538,12.6096822075,33.1647427614,60.3060534,0.0163109713202,349.5,295.0,1.0
222,20.989152296,12.2191376507,33.2082899467,60.3626536665,0.0161399532934,351.0,295.0,1.2
223,20.4656714582,11.9637744425,32.4294459007,60.3752900653,-0.0126844213519,353.0,295.0,1.6
224,20.6458633071,12.5186498683,33.1645131754,60.3555844041,0.00173230095499,350.5,298.5,0.4
225,20.4647458617,13.1179595518,33.5827054135,60.3876082566,-0.0105267746272,351.5,300.0,-0.2
226,20.9179879517,12.1378282941,33.0558162457,60.443353433,-0.0105339010927,351.0,301.0,-1.5
227,20.5580539089,12.1393343915,32.6973883004,60.3118679585,0.0154655322298,349.5,303.0,-2.5
228,20.8226689959,12.775699772,33.5983687679,60.3642459088,0.00370979770306,352.0,300.5,-1.6
229,20.4865103561,12.5515283132,33.0380386693,60.3349743835,-0.00493225931241,352.5,299.0,-0.6
230,20.7215627099,12.0009580486,32.7225207585,60.3906839275,-0.00770171370184,352.0,293.5,1.7
231,20.1911093586,11.9621153847,32.1532247433,60.3891956197,-0.0126003335204,350.5,290.5,2.2
232,20.5274746547,11.607036728,32.1345113827,60.3827948974,-0.0150362869129,352.0,292.5,1.3
233,21.3950531893,12.2953854049,33.6904385942,60.3103130869,-0.0403245234418,352.0,296.0,-0.5
234,20.429033051,13.0944979506,33.5235310017,60.352175359,-0.0773584273764,355.0,302.0,-1.5
235,20.3081889671,15.8895045451,36.1976935122,60.3261939521,-0.0986448567622,352.5,301.5,-0.7
236,20.4516699629,17.9322437455,38.3839137084,60.3076134628,-0.0952618796055,350.5,299.0,0.4
237,19.872172284,18.7906070338,38.6627793178,60.1086904697,-0.0651764857991,352.5,293.5,1.7
238,20.2392612217,21.6626979319,41.9019591536,59.9653832221,-0.0382988968218,351.5,294.5,1.5
239,21.4426716481,22.967582515,44.4102541631,59.8329696683,-0.0258727843791,349.5,298.0,-0.5
240,21.8933738996,22.8924136603,44.78578756,59.8313040648,-0.030474100602,351.0,301.0,-1.3
241,23.9005972803,24.2247339502,48.1253312305,59.7828080407,-0.0230692611024,351.5,302.0,-1.6
242,24.8293244441,25.3769779342,50.2063023783,59.773888738,-0.0410583466944,350.0,302.0,-1.6
243,25.9450420337,26.4098193973,52.3548614309,59.7036057464,-0.024781813279,352.5,295.5,-0.4
244,25.1275925627,26.7707610026,51.8983535653,59.6789335618,-0.0453523735415,349.0,294.5,-0.6
245,25.0916008054,26.7356967693,51.8272975748,59.6674617352,-0.026864382325,349.0,294.0,-0.3
246,25.3107478515,27.2529517564,52.5636996079,59.5685970045,-0.0099129728336,350.5,294.0,0.0
247,25.7459255438,27.0982055096,52.8441310534,59.57969668,-0.00908755592609,350.5,293.5,0.5
248,25.2003111874,27.9382682789,53.1385794663,59.452171694,0.00978056859312,349.0,291.5,0.9
249,25.2270590993,27.9641582374,53.1912173367,59.5331398236,0.0354521295737,348.0,292.5,0.9
250,25.8872440928,27.7376020688,53.6248461616,59.5190321404,0.00295830958579,348.5,294.0,1.0
251,25.3096640624,27.7200305214,53.0296945838,59.5342589003,0.000230302905696,345.5,296.0,0.9
252,26.1032955127,27.5460789252,53.6493744379,59.501074537,0.000363753649901,347.0,296.0,1.0
253,25.8789420091,27.915236475,53.7941784842,59.7104004715,-0.0317122989698,348.0,297.0,0.7
254,26.6053240956,27.3117215317,53.9170456273,59.5338236883,0.00208164835373,346.5,299.0,-0.2
255,27.4309742614,28.1544688087,55.5854430701,59.5354104149,0.00397482066286,351.0,300.5,-1.0
256,27.1153927581,27.9301911528,55.0455839109,59.5028933053,-0.00356395798552,352.5,301.0,-1.3
257,26.5093527401,29.1314219767,55.6407747169,59.5518389766,-0.022944368193,349.5,300.5,-0.5
258,26.3264260594,28.4441019572,54.7705280166,59.5442319301,0.0215412364518,349.5,298.0,0.2
259,26.5908398251,28.3029469604,54.8937867855,59.5552845182,-0.0034144714214,345.0,295.5,2.4
260,26.4098219138,27.5158788516,53.9257007654,59.4850735153,0.00495734083193,348.0,294.5,1.7
261,26.4063630117,27.2151376743,53.621500686,59.4371171356,0.0128901380568,352.0,298.0,1.0
262,27.4573457735,27.9381773807,55.3955231542,59.6519381123,-0.00913516244412,348.5,299.0,0.8
263,26.9943846675,28.2003787362,55.1947634037,59.5382121611,-0.00539344617406,347.0,307.5,-1.2
264,26.5918207718,28.2460524583,54.8378732302,59.5098602195,0.0215755717763,349.5,303.0,0.4
265,27.6793197949,28.3751842025,56.0545039973,59.5015678259,0.00531443623407,349.5,303.0,0.8
266,27.9910849453,28.519897151,56.5109820963,59.6062623001,-0.0196287950701,348.5,303.0,1.0
267,26.7547884055,29.2475646953,56.0023531008,59.5112449302,0.00374203650521,345.5,301.5,1.0
268,26.936690586,28.4062314195,55.3429220055,59.6177380784,-0.022092615542,345.0,305.0,-0.2
269,27.5451983155,28.3413546746,55.8865529901,59.5281400071,0.00570162945603,350.0,307.0,-1.2
270,27.7166684584,26.9793659571,54.6960344156,59.5081183247,0.0142953935252,348.0,308.0,-1.4
271,28.081214765,27.2160033569,55.2972181218,59.5299551127,-0.01589132873,345.0,306.5,-0.9
272,28.4267848904,27.7492148633,56.1759997537,59.5072750007,0.0132474110273,346.0,304.0,-0.2
