,Fs,ROI,bladder_thresh,bout_edges,bout_freq,bout_max_amplitude,boutedges_thresh,coefficient,eye_thresh,final_striking,one_mm,original_striking,peakthres,scale,strike_thresh,strike_thresh_02,striking,tail_startpoint,tail_thresh,threshval
0,300,"((33, 350), (525, 672))",192,"[(284, 435), (1069, 1217)]","[27.814569536423836, 32.432432432432435]","[48.18637297463917, 23.775923541801365]",0.45,3.21405613885,186,"[(323, 0.1842508635896313), (1123, -0.67395758388564264)]",93.34,"[(323, 0.1842508635896313), (1123, -0.67395758388564264)]",4,0.75,0.65,0.642811227769,"[(323, 0.1842508635896313), (1123, -0.67395758388564264)]",[192 440],50,0.3
