,annotation,bout_edges,bout_freq,bout_max_amplitude,final_striking,original_striking,striking
0,"[884, 907]","[(730, 934), (944, 1036), (1240, 1337), (1642, 1750)]","[20.588235294117645, 13.043478260869565, 15.463917525773194, 11.111111111111109]","[58.399649891962994, 33.53046966713309, 29.445428729925602, 73.011762257629101]","[(880, -0.02373797993285507), (904, -0.048226247787708586)]","[(880, -0.02373797993285507), (904, -0.048226247787708586), (1662, 0.024917437115583141)]","[(880, -0.02373797993285507), (904, -0.048226247787708586), (1662, 0.024917437115583141)]"
