,Fs,ROI,bladder_thresh,bout_edges,bout_freq,bout_max_amplitude,boutedges_thresh,coefficient,eye_thresh,final_striking,one_mm,original_striking,peakthres,scale,strike_thresh,strike_thresh_02,striking,tail_startpoint,tail_thresh,threshval
0,300,"((59, 407), (500, 735))",172,"[(280, 369), (467, 629), (670, 866), (1009, 1385), (1451, 1561)]","[20.224719101123593, 18.51851851851852, 18.367346938775512, 17.5531914893617, 13.636363636363635]","[11.267710094402243, 15.524110996754258, 21.279604427695407, 32.489633159060489, 35.83765295427829]",0.45,3.308337009,172,"[(569, -0.16944965002538023), (819, -0.4177658926341225), (844, 0.075952929876180408)]",90.68,"[(569, -0.16944965002538023), (819, -0.4177658926341225), (844, 0.075952929876180408)]",4,0.75,0.65,0.661667402,"[(569, -0.16944965002538023), (819, -0.4177658926341225), (844, 0.075952929876180408)]",[207 450],70,0.3
