,Fs,ROI,bladder_thresh,bout_edges,bout_freq,bout_max_amplitude,boutedges_thresh,coefficient,eye_thresh,final_striking,one_mm,original_striking,peakthres,scale,strike_thresh,strike_thresh_02,striking,tail_startpoint,tail_thresh,threshval
0,300,"((13, 410), (533, 735))",184,"[(157, 241), (334, 419), (471, 580), (603, 694), (998, 1064), (1127, 1317), (1359, 1444)]","[14.285714285714285, 14.117647058823529, 16.513761467889907, 16.483516483516482, 18.181818181818183, 20.52631578947368, 14.117647058823529]","[22.412248945353163, 21.932783929694509, 19.902356597830973, 21.994215644205227, 10.052544827076881, 12.519643317113049, 59.802644164707459]",0.45,3.30833700926,184,"[(1283, -0.24993865033754753), (1306, -0.099750704674265583), (1381, 0.074592598338569974), (1397, -0.0059631421546261299)]",90.68,"[(1283, -0.24993865033754753), (1306, -0.099750704674265583), (1381, 0.074592598338569974), (1397, -0.0059631421546261299)]",4,0.75,0.65,0.661667401853,"[(1283, -0.24993865033754753), (1306, -0.099750704674265583), (1381, 0.074592598338569974), (1397, -0.0059631421546261299)]",[209 432],70,0.3
