,Fs,ROI,bladder_thresh,bout_edges,bout_freq,bout_max_amplitude,boutedges_thresh,coefficient,eye_thresh,final_striking,one_mm,original_striking,peakthres,scale,strike_thresh,strike_thresh_02,striking,tail_startpoint,tail_thresh,threshval
0,300,"((18, 341), (535, 693))",208,"[(95, 191), (375, 496)]","[18.75, 34.71074380165289]","[20.664370444451077, 18.306579106021257]",0.12,3,197,"[(106, -0.67447352523122528), (128, -0.058277680165468831), (158, 0.012449134333583344), (394, -0.49154847119388162), (428, -0.35445707253930725)]",100,"[(106, -0.67447352523122528), (128, -0.058277680165468831), (158, 0.012449134333583344), (394, -0.49154847119388162), (428, -0.35445707253930725)]",4,0.75,0.65,0.6,"[(106, -0.67447352523122528), (128, -0.058277680165468831), (158, 0.012449134333583344), (394, -0.49154847119388162), (428, -0.35445707253930725)]",[209 430],70,0.3
