,left,right,convergence,bladder_mid,sb_cr,size_sb,mouth_area,mouth_cr,tail_bend_amplitude
0,27.3961005234,17.8055541532,45.2016546766,60.7611942487,0.0352728533857,338.0,338.5,0.0,4.398705355
1,26.1144206547,17.4093525733,43.523773228,60.6847495225,0.00673830180194,337.0,339.0,-0.3,4.41862046699
2,27.4023247239,18.1525830811,45.554907805,60.8419304432,-0.00945047163918,335.5,338.5,-0.4,4.59810981504
3,26.5376272019,17.2145973907,43.7522245926,60.8453604374,-0.0246691571664,335.5,338.5,-0.5,4.50490686361
4,24.9846606805,16.8602817766,41.844942457,60.9375585156,-0.0354067714064,333.5,338.5,-0.5,4.41862046699
5,26.4253051864,17.2523816315,43.6776868179,60.7184410315,0.0144613264951,336.5,337.5,0.3,4.39210673939
6,25.5807422297,16.9784238144,42.5591660441,60.794678085,-0.019903014783,339.0,336.5,0.4,4.39210673939
7,26.3238037824,17.0751300142,43.3989337966,60.7220146516,0.0134157002221,338.0,336.0,0.5,4.39210673939
8,25.9976029538,16.0957739869,42.0933769407,60.7605246586,-0.0298374664205,339.0,336.0,0.3,4.59810981504
9,25.2644984734,14.8609695878,40.1254680612,60.790747664,0.00600621836032,337.5,339.0,-0.1,4.50490686361
10,26.4873009764,17.514334923,44.0016358993,60.6951630111,0.00783969603236,334.0,338.5,-0.2,4.47787957385
11,26.1473538305,16.4800067397,42.6273605702,60.7890931527,-0.0107361812494,337.0,338.5,0.1,4.42529889196
12,25.5530959927,18.148904212,43.7020002046,60.6113373265,0.0183395899308,339.5,337.5,0.2,4.39210673939
13,27.1986984469,17.6944578686,44.8931563155,60.8207787558,-0.0150401717672,336.5,338.5,0.0,4.35202040937
14,25.460884153,17.9270505735,43.3879347265,60.7343614912,-0.0154734519002,339.0,337.5,-0.1,4.39210673939
15,26.2703511816,16.9191528685,43.1895040501,60.7354122464,0.036155496343,337.0,339.0,-0.4,4.39210673939
16,26.118674304,15.2531358671,41.3718101711,60.7030352761,0.0275954456876,337.0,338.5,0.0,4.35202040937
17,24.8045698637,16.7842734755,41.5888433392,60.7455778969,0.0230141557978,336.0,338.5,0.0,4.35202040937
18,26.0124940826,17.5745216884,43.587015771,60.6569942317,0.029716584418,336.0,337.0,0.3,4.35202040937
19,25.1370259235,16.5661242515,41.7031501751,60.9161897281,-0.018569138067,336.5,337.0,0.3,4.35202040937
20,27.0401753358,16.9544174852,43.994592821,60.8410125046,0.00117351077511,334.0,338.5,0.0,4.39210673939
21,25.0976132222,16.653643988,41.7512572102,60.8606486759,3.56034770149e-05,336.0,338.5,0.0,4.39210673939
22,24.9180477097,15.1700238769,40.0880715866,60.8055771538,0.00139167790309,333.5,338.5,-0.2,4.42529889196
23,24.6780933191,18.2450000898,42.9230934089,60.8233440378,-0.00506051488026,335.5,338.5,-0.5,4.41862046699
24,24.653036737,17.3744800378,42.0275167748,60.8468800585,-0.0320486282056,331.5,338.5,-0.4,4.41862046699
25,24.5164308383,19.2384849888,43.7549158271,60.8608266933,-0.00509022326056,336.5,338.5,0.0,4.59810981504
26,24.5011760056,17.3282385947,41.8294146003,60.8125355433,0.00447721644592,338.5,337.5,0.2,4.59810981504
27,26.7414575424,16.8938457141,43.6353032565,60.7980414634,-0.00538651050562,332.0,336.0,0.5,4.47117324491
28,27.2498989642,17.7961081509,45.046007115,60.6866369174,0.014298348143,332.5,336.5,0.4,4.47787957385
29,25.881730163,16.7067283645,42.5884585275,60.835375577,0.000723583224725,334.5,338.5,-0.2,4.47787957385
30,24.9575424836,16.6485784656,41.6061209492,60.8349216256,1.80057990192e-05,336.0,338.5,-0.2,4.39210673939
31,25.9949872094,17.5965097558,43.5914969653,60.7711089109,0.02780059581,334.0,338.5,-0.2,4.47787957385
32,25.4962790662,17.7755662113,43.2718452775,60.7581286581,0.0170677872332,338.5,338.5,0.0,4.47787957385
33,25.1493713255,17.1099864569,42.2593577824,60.8389934931,-0.0236876778278,337.5,337.5,0.2,4.39210673939
34,26.0895887904,18.3711069202,44.4606957106,60.8350116546,0.00458290452722,336.5,337.5,0.2,4.42529889196
35,26.0415976211,16.3643159759,42.405913597,60.9101118899,-0.0237953587597,333.5,337.5,0.2,4.42529889196
36,24.8636416977,17.8670140453,42.7306557431,60.8434675943,-0.0533778096151,339.5,338.5,0.0,4.42529889196
37,25.137653348,16.9406951091,42.0783484571,60.720555104,0.00844848798793,335.0,338.5,0.0,4.39210673939
38,24.1946197704,17.3425241735,41.537143944,60.8579261772,-0.00775935473248,338.5,338.5,0.0,4.42529889196
39,26.5609709273,17.251842197,43.8128131242,60.7911350961,0.00949161836719,337.0,338.5,-0.1,4.42529889196
40,24.7876116597,17.2884752067,42.0760868665,60.5765785462,0.0252176794571,334.5,338.5,0.0,4.35202040937
41,26.8043057003,17.1960795565,44.0003852568,60.7627975439,-0.0021741784162,338.0,338.5,0.0,4.39210673939
42,24.4082583438,17.2077941715,41.6160525152,60.8191294035,-0.0113713108747,339.5,338.5,0.0,4.42529889196
43,24.8484674702,17.8131977289,42.6616651991,60.838593188,0.01497498006,335.5,338.0,0.1,4.42529889196
44,26.1603112815,16.56291207,42.7232233515,60.7026669435,0.0410447105397,336.5,338.5,0.0,4.42529889196
45,25.0168597686,16.3759461493,41.3928059179,60.7519266518,0.0313718296305,336.5,338.5,-0.2,4.42529889196
46,25.6614819158,16.4423622621,42.1038441779,60.7622728492,0.00942671688993,335.0,338.5,-0.8,4.42529889196
47,25.2868954457,16.8122052242,42.0991006699,60.9134680883,0.00819188337074,336.0,338.5,-0.3,4.42529889196
48,25.2343877059,17.2533813211,42.487769027,60.9078904962,-0.00342354646464,337.5,338.5,0.0,4.42529889196
49,27.3689581967,17.2429027198,44.6118609165,60.9087858,-0.0120046445992,335.5,337.5,0.2,4.42529889196
50,24.4795160317,16.646031766,41.1255477977,60.8094064336,0.0176131527337,337.0,334.5,0.8,4.39210673939
51,26.4675571741,16.8044160233,43.2719731974,60.9544275051,-0.0142455624938,333.5,337.0,0.3,4.42529889196
52,23.9353343362,17.2573406824,41.1926750185,60.8907727639,-0.00365021979,333.5,338.5,-0.2,4.39210673939
53,24.8619004432,16.8793158722,41.7412163154,60.848762577,0.00346123730619,335.5,338.5,-0.7,4.39210673939
54,26.6408174551,16.9077847301,43.5486021852,60.8974721973,-0.00420001577167,335.0,338.5,-0.7,4.42529889196
55,24.4086966128,17.4911410442,41.8998376569,60.8831996927,-0.0236000129225,333.5,338.5,0.0,4.42529889196
56,25.5072406559,16.9648245742,42.4720652301,60.8725216649,-0.029483608181,332.0,337.5,0.2,4.42529889196
57,25.0350396952,17.532481052,42.5675207473,60.8660687635,0.0157363156251,336.0,335.0,0.7,4.42529889196
58,25.1182465536,16.6146506378,41.7328971914,60.8764721184,-0.0314288564008,333.0,335.0,0.7,4.35202040937
59,25.3822269756,16.3483769136,41.7306038892,60.765199628,0.0276982838786,336.5,338.5,0.0,4.39210673939
60,23.8508782467,16.4595208044,40.3103990511,60.725103624,0.00564047305338,338.5,338.5,-0.4,4.42529889196
61,24.8272743546,15.4222962065,40.2495705611,60.9447503416,-0.03043307838,335.5,338.5,0.0,4.35202040937
62,24.822819716,16.8887043145,41.7115240304,60.7193278364,0.0289966821373,333.5,338.5,0.1,4.35202040937
63,25.3207060701,18.5466522148,43.8673582849,60.9036910474,-0.00192526737457,337.0,338.5,0.0,4.35202040937
64,24.7812227948,16.9051869639,41.6864097587,60.7533059893,0.0130751148301,334.0,336.5,0.4,4.35202040937
65,25.4956317673,18.1813208861,43.6769526534,60.7925849497,0.0140509318148,332.0,338.5,0.0,4.42529889196
66,24.5192163409,16.3325493195,40.8517656604,60.8643112471,-0.0303173716971,332.5,339.0,-0.1,4.35202040937
67,25.8908486551,17.3059181821,43.1967668372,60.8940647106,0.00290201618878,338.5,338.5,-0.2,4.39210673939
68,24.4323916056,18.3473738938,42.7797654994,60.8186815635,0.00443990380335,335.5,338.5,0.0,4.42529889196
69,27.033821361,16.7143913899,43.7482127509,60.8628396088,-0.023472045653,336.5,338.5,0.1,4.35202040937
70,26.6659388115,17.3189028265,43.9848416381,60.7127243886,0.0322920792316,336.5,338.5,0.0,4.35202040937
71,25.1648255952,16.0732406435,41.2380662388,60.9085747915,-0.0273853594926,332.5,337.5,0.2,4.39210673939
72,25.4745890394,16.9142207532,42.3888097927,60.8408810825,-0.00892274482642,333.0,338.5,0.0,4.39210673939
73,25.3331465467,17.5850668328,42.9182133794,60.7454793806,0.0310989761411,339.5,339.0,-0.1,4.47117324491
74,25.068165657,16.7108626544,41.7790283114,60.8741847848,0.00119567023468,335.5,338.5,-0.7,4.42529889196
75,25.3890126583,16.8678331723,42.2568458306,60.771647994,0.00453795646934,335.0,338.5,-0.3,4.39210673939
76,25.4668224825,18.0515749416,43.5183974242,60.7962673583,-0.00514910665788,334.5,338.5,0.1,4.42529889196
77,26.0611383862,15.8429266778,41.904065064,60.9009742613,-0.0238159114162,335.0,338.5,0.0,4.39210673939
78,26.9468373768,17.5003120721,44.4471494488,60.880163136,-0.0196964775151,332.5,335.0,0.7,4.42529889196
79,25.4584867428,15.9805472872,41.4390340301,60.7943377764,0.0121057973824,340.0,337.0,0.4,4.35202040937
80,27.1375546262,16.1930178574,43.3305724837,60.7705218251,-0.00391545521011,337.0,339.0,-0.3,4.42529889196
81,23.4981748633,15.806766188,39.3049410512,60.7818947042,0.0112410676641,339.0,338.5,0.0,4.47117324491
82,25.4550331961,17.6752803771,43.1303135733,60.7816807484,0.0235695116768,332.0,338.5,0.0,4.35202040937
83,24.2265208682,16.5648353488,40.791356217,60.8548667633,-0.00111603402375,337.5,339.0,-0.3,4.35202040937
