,left,right,convergence,bladder_mid_um,bladder_mid,sb_cr_um_ms,sb_cr,size_sb,tail_amplitude_list
0,8.76481453755,13.0993464822,21.8641610197,625.314576187,62.5314576187,0.101821053477,0.033940351159,304.0,-2.70986244522
1,9.20222939574,14.3718427627,23.5740721584,625.709464226,62.5709464226,0.00517995647587,0.00172665215862,305.5,-2.58655183234
2,10.7295668653,13.2200652724,23.9496321377,627.378000503,62.7378000503,-0.113940957819,-0.037980319273,306.0,-2.70950707039
3,9.0177179112,14.9273624331,23.9450803443,626.391530734,62.6391530734,-0.027859502036,-0.00928650067867,308.5,-2.58655183234
4,9.94924830538,13.6638272812,23.6130755866,627.011593745,62.7011593745,-0.00912757835049,-0.00304252611683,305.0,-2.58655183234
5,9.44289077385,12.9555211463,22.3984119201,625.795796834,62.5795796834,0.0641324716022,0.0213774905341,305.0,-2.58655183234
6,9.4582292129,13.4660614755,22.9242906884,625.478984539,62.5478984539,-0.0651574978076,-0.0217191659359,312.0,-2.58655183234
7,10.0699382226,14.7654426216,24.8353808442,625.9272057,62.59272057,0.0154127182285,0.00513757274285,306.0,-2.52784370234
8,9.18675903703,14.3738015395,23.5605605765,626.859467439,62.6859467439,0.0582097928696,0.0194032642899,305.0,-2.58655183234
9,9.8060892725,13.6135163487,23.4196056212,626.86467136,62.686467136,-0.0714758027817,-0.0238252675939,307.0,-2.58655183234
10,8.95842410901,13.739723863,22.698147972,624.393026243,62.4393026243,0.211252445489,0.0704174818296,309.0,-2.70950707039
11,9.16738535118,13.5566691541,22.7240545053,626.184084337,62.6184084337,0.0111664611201,0.00372215370669,309.0,-2.58655183234
12,10.0301016227,13.7430750843,23.773176707,627.829630653,62.7829630653,-0.0596306720578,-0.0198768906859,303.5,-2.70950707039
13,9.96716078748,13.7114946223,23.6786554098,625.673407981,62.5673407981,0.054782701473,0.018260900491,303.5,-2.58655183234
14,10.3951177406,14.8702031639,25.2653209045,627.913900334,62.7913900334,-0.123593456264,-0.0411978187546,310.0,-2.52784370234
15,9.20345339053,15.2495202935,24.452973684,626.370192022,62.6370192022,0.0283398570906,0.00944661903019,311.0,-2.58655183234
16,9.4371867512,14.2352179512,23.6724047024,626.835786119,62.6835786119,-0.0671611445491,-0.022387048183,304.5,-2.58655183234
17,9.77031515215,16.0803719279,25.8506870801,626.586453005,62.6586453005,0.0328937703469,0.0109645901156,303.5,-2.70950707039
18,8.90278951457,13.6810790754,22.5838685899,625.854009396,62.5854009396,0.0367643504444,0.0122547834815,309.5,-2.58655183234
19,9.09797572282,14.9889510184,24.0869267412,626.842522974,62.6842522974,0.0266456416626,0.00888188055419,306.0,-2.70950707039
20,8.87352364787,13.9016202214,22.7751438693,625.71643371,62.571643371,0.0995017984303,0.0331672661434,307.0,-2.58655183234
21,9.68669387215,15.0101540533,24.6968479255,627.134682511,62.7134682511,-0.0624803891763,-0.0208267963921,307.5,-2.58655183234
22,9.79796296057,13.8379911384,23.635954099,626.46674857,62.646674857,-0.00589971316827,-0.00196657105609,306.0,-2.58655183234
23,9.94824867401,14.1155248256,24.0637734996,627.286617002,62.7286617002,-0.0308796622761,-0.0102932207587,303.5,-2.58655183234
24,10.5556658398,13.3938605577,23.9495263975,627.374797017,62.7374797017,-0.0977903399437,-0.0325967799812,307.5,-2.52784370234
25,9.50055109399,14.109784186,23.61033528,626.093342691,62.6093342691,0.0498215029855,0.0166071676618,308.5,-2.58655183234
26,9.85897909973,14.0261087665,23.8850878663,626.368420018,62.6368420018,0.00147141867818,0.000490472892726,310.5,-2.70950707039
27,9.78730992638,13.4581827155,23.2454926419,626.771955964,62.6771955964,-0.0152871481877,-0.00509571606256,306.0,-2.58655183234
28,10.835301808,13.8899661315,24.7252679395,625.744958018,62.5744958018,0.0869338732411,0.028977957747,308.0,-2.58655183234
29,10.308592295,15.991644564,26.300236859,626.923701074,62.6923701074,-0.0420529431885,-0.0140176477295,303.5,-2.70950707039
30,9.70243906883,13.8308881298,23.5333271987,626.392943662,62.6392943662,0.0661808467667,0.0220602822556,307.5,-2.58655183234
31,9.46487881082,13.0293514203,22.4942302311,626.517170161,62.6517170161,0.0537758073085,0.0179252691028,303.5,-2.58655183234
32,9.10136644851,15.6875882848,24.7889547333,627.193855905,62.7193855905,-0.00108559538384,-0.000361865127947,305.0,-2.70950707039
33,10.2306334917,12.9989080035,23.2295414951,626.222818688,62.6222818688,0.0874973639191,0.029165787973,310.5,-2.58655183234
34,9.34482495097,14.3028989607,23.6477239117,627.495957775,62.7495957775,0.0239547799172,0.00798492663905,302.0,-2.58655183234
35,9.60334855389,15.244585474,24.8479340279,627.413433616,62.7413433616,-0.0783569050425,-0.0261189683475,306.5,-2.58655183234
36,8.70882141489,14.6319463902,23.3407678051,627.175762649,62.7175762649,-0.0286977662513,-0.00956592208376,303.0,-2.58655183234
37,9.08951526342,15.1710211707,24.2605364341,627.681108087,62.7681108087,-0.0145536203777,-0.00485120679258,305.0,-2.70950707039
38,9.96068117979,13.8504112331,23.8110924129,627.895204107,62.7895204107,-0.0507628249535,-0.0169209416512,308.0,-2.70950707039
39,9.45819847903,16.353187,25.8113854791,626.107485198,62.6107485198,-0.0228771066169,-0.00762570220563,305.0,-2.70950707039
40,8.64868273024,14.2814016126,22.9300843429,626.697466545,62.6697466545,-0.0323268607932,-0.0107756202644,310.5,-2.58655183234
41,9.0120812625,13.3272184414,22.3392997039,627.438547747,62.7438547747,-0.0606458446224,-0.0202152815408,308.0,-2.58655183234
