,left,right,convergence,bladder_mid_um,bladder_mid,sb_cr_um_ms,sb_cr,size_sb,tail_amplitude_list
0,11.0821395655,15.5302957356,26.6124353011,616.734403643,57.5659892361,0.0291837130434,0.00908002591823,251.0,-0.636593575963
1,9.7702500907,16.5458989789,26.3161490696,615.657026305,57.4654268353,-0.00578393182803,-0.00179957398943,252.0,-1.64597749756
2,8.99320197186,16.6413817022,25.634583674,616.953463719,57.5864363035,-0.0790993369681,-0.0246104403753,253.0,-1.64597749756
3,8.52266184777,15.985008695,24.5076705428,617.364449411,57.624797708,-0.0357949708258,-0.0111370085896,252.5,-1.64597749756
4,9.5590625218,15.8304740566,25.3895365784,617.220798861,57.6113893657,-0.0516752727136,-0.0160778998503,251.0,-2.63243486899
5,10.3986747403,15.8545101266,26.2531848669,615.560627441,57.4564289653,0.061889753989,0.0192559654578,256.0,-2.63243486899
6,10.4201346196,15.119969884,25.5401045036,615.635141436,57.4633841016,0.0711713320046,0.0221437737644,258.0,-2.64762966529
7,9.30238972167,14.6781927839,23.9805825056,616.767866564,57.569112665,-0.0435475555664,-0.0135490961219,251.5,-2.64762966529
8,10.5362278776,15.96686366,26.5030915376,616.359544316,57.5309998664,-0.0263422925491,-0.00819596528844,252.5,-2.63243486899
9,10.6719156752,15.8862076772,26.5581233523,616.592123341,57.5527087926,0.0294826124888,0.00917302349902,252.5,-2.64762966529
10,10.6426301483,16.31612703,26.9587571783,616.821330303,57.5741029705,-0.00302115490109,-0.000939981994892,249.5,-2.00955381302
11,10.5009771973,16.3548412883,26.8558184856,616.042073971,57.5013671844,0.0128693111027,0.00400407166108,246.5,-2.63243486899
12,9.69520285658,16.2538697723,25.9490726289,615.920506106,57.49002004,0.0134464789562,0.00418364781924,251.5,-2.63243486899
13,9.97397015078,16.2424078436,26.2163779944,617.083500216,57.5985739101,-0.0207351317485,-0.00645139065803,250.0,-2.63243486899
14,11.0987096981,15.5252399247,26.6239496228,616.770977721,57.5694030605,0.0234230589797,0.00728769441722,253.5,-2.63243486899
15,11.1261316008,15.8329697811,26.9591013819,616.256562489,57.5213875427,0.0412401855969,0.012831196412,253.0,-2.63243486899
16,10.1458823525,15.2087791947,25.3546615472,616.144614089,57.5109382791,-0.00653628092566,-0.002033654872,249.0,-2.64762966529
17,11.5771132295,15.3688385033,26.9459517327,616.737914687,57.5663169568,-0.0364979488563,-0.0113557284875,248.5,-2.63243486899
18,10.5555912578,15.6332545662,26.188845824,617.161362037,57.6058415326,0.00509803223823,0.00158616776372,250.5,-2.63243486899
19,9.34989766238,16.0068180138,25.3567156761,616.943898916,57.5855435248,-0.00552857685973,-0.00172012454696,252.0,-2.63243486899
20,10.2608623581,15.7695507013,26.0304130594,616.035676074,57.5007700047,0.0443215969424,0.0137899261953,252.5,-2.63243486899
21,10.1851668322,15.4809626191,25.6661294513,616.129615539,57.5095383144,0.0752029895669,0.0233981568206,254.0,-2.63243486899
22,9.57536430901,15.8908334446,25.4661977536,617.246329241,57.6137723714,0.0108678284245,0.00338134368382,250.0,-2.63243486899
23,10.3298323164,15.9731214712,26.3029537876,616.851755968,57.5769429021,0.0862437729889,0.0268333125693,251.0,-2.63243486899
24,11.1863337068,16.3048557167,27.4911894234,616.774369356,57.5697196357,0.0657005654564,0.0204416359323,249.5,-2.63243486899
25,10.6164362366,16.0125355442,26.6289717808,617.382998698,57.6265290985,-0.0403623196063,-0.0125580630402,249.5,-3.01278750418
26,11.3211252249,16.3166201403,27.6377453652,617.427459715,57.6306790898,-0.115570085115,-0.0359577058154,249.0,-2.6025622025
27,10.4603715795,16.0174838728,26.4778554523,618.289152185,57.7111094649,-0.181387020399,-0.0564355482802,248.0,-2.63243486899
28,10.0626031398,15.65350401,25.7161071498,617.86937878,57.6719278153,-0.0272182174278,-0.00846849471569,251.5,-2.63243486899
29,10.1543267605,15.8550001819,26.0093269424,616.710293372,57.5637387833,0.0352300117275,0.0109612309821,252.5,-2.63243486899
30,9.82080601505,16.249017742,26.0698237571,615.50129163,57.4508905607,0.141933356973,0.0441601984663,254.5,-2.63243486899
31,10.5660280936,16.1203767622,26.6864048558,615.266035178,57.4289317235,0.132392788851,0.0411918097045,253.0,-2.63243486899
32,9.44562450577,16.239373632,25.6849981378,617.415741823,57.6295853418,-0.117452229176,-0.0365433035708,249.5,-2.63243486899
33,9.82489780313,15.4703367697,25.2952345728,617.297460234,57.6185449382,-0.0341650414436,-0.0106298832278,250.0,-2.63243486899
34,9.61944267034,16.2446656607,25.8641083311,617.866847579,57.6716915531,0.00276460034947,0.000860159322065,249.5,-2.63243486899
35,10.1268559232,15.9982652891,26.1251212123,617.472581659,57.634890772,0.0276980028639,0.00861777195772,252.5,-2.64762966529
36,10.8597843519,15.1914231343,26.0512074862,615.45820467,57.4468688239,0.117498460331,0.0365576876245,254.5,-2.63243486899
37,11.0113665593,14.9032319704,25.9145985297,616.728042876,57.5653955221,0.0350781179502,0.0109139717649,248.0,-2.63243486899
38,11.587468587,16.3583299138,27.9457985008,617.912924252,57.6759923497,-0.0209427460566,-0.00651598638973,250.0,-2.6025622025
39,11.3812473127,16.7807403379,28.1619876506,617.93421504,57.6779796318,-0.105756299537,-0.0329043099961,246.5,-2.6025622025
40,12.0241947244,16.7234500451,28.7476447695,617.416512342,57.629657262,-0.113466727276,-0.0353032810798,247.0,-2.64762966529
41,10.6445920135,16.4323828636,27.0769748771,617.312678176,57.6199653809,-0.0412921164402,-0.0128473538284,249.5,-2.63243486899
