,annotation,bout_edges,bout_freq,bout_max_amplitude,final_striking,original_striking,striking
0,"[251, 278, 313]","[(213, 321), (1229, 1290), (1351, 1566)]","[13.888888888888888, 14.754098360655737, 20.930232558139533]","[24.809408375459547, 12.551698550727471, 38.069866503336812]","[(247, -0.11320744552668316), (273, -0.46757873113788972), (309, -0.11030142693777947)]","[(247, -0.11320744552668316), (273, -0.46757873113788972), (309, -0.11030142693777947)]","[(247, -0.11320744552668316), (273, -0.46757873113788972), (309, -0.11030142693777947)]"
