,annotation,bout_edges,bout_freq,bout_max_amplitude,final_striking,original_striking,striking
0,"[207, 231]","[(70, 283), (561, 687)]","[15.492957746478872, 11.904761904761903]","[60.119987398156987, 96.432653924138322]","[(170, 0.011880994695761159), (205, 0.056460843668041605), (226, -0.28947813448541665), (603, 0.019856996289966844), (624, -0.37476722740074137), (641, 0.098153541193569532)]","[(170, 0.011880994695761159), (205, 0.056460843668041605), (226, -0.28947813448541665), (603, 0.019856996289966844), (624, -0.37476722740074137), (641, 0.098153541193569532)]","[(170, 0.011880994695761159), (205, 0.056460843668041605), (226, -0.28947813448541665), (603, 0.019856996289966844), (624, -0.37476722740074137), (641, 0.098153541193569532)]"
