,annotation,bout_edges,bout_freq,bout_max_amplitude,final_striking,original_striking,striking
0,"[329, 357, 385]","[(191, 635), (652, 759)]","[44.59459459459459, 30.8411214953271]","[71.616996565849405, 33.574938854042358]","[(326, -0.13575982042251128), (381, -0.15179144786788185)]","[(326, -0.13575982042251128), (381, -0.15179144786788185)]","[(326, -0.13575982042251128), (381, -0.15179144786788185)]"
