,annotation,bout_edges,bout_freq,bout_max_amplitude,final_striking,original_striking,striking
0,[587],"[(548, 641), (967, 1065)]","[9.67741935483871, 15.306122448979592]","[26.255904287701295, 39.552300632078293]","[(585, -0.094719798617701662)]","[(585, -0.094719798617701662)]","[(585, -0.094719798617701662)]"
