,annotation,bout_edges,bout_freq,bout_max_amplitude,final_striking,original_striking,striking
0,"[1493, 1516, 1541, 1561]","[(110, 204), (1414, 1594), (1736, 1816)]","[15.957446808510637, 19.999999999999996, 18.75]","[34.618194840761767, 43.579734453600956, 170.53767779197437]","[(1490, -0.27038520381801162), (1513, -0.10689425383700808), (1539, 0.060605917810593726)]","[(1490, -0.27038520381801162), (1513, -0.10689425383700808), (1539, 0.060605917810593726), (1753, 0.05828744725034056), (1768, -0.31477381386447123)]","[(1490, -0.27038520381801162), (1513, -0.10689425383700808), (1539, 0.060605917810593726), (1753, 0.05828744725034056), (1768, -0.31477381386447123)]"
