,Fs,ROI,bladder_thresh,bout_edges,bout_freq,bout_max_amplitude,boutedges_thresh,coefficient,eye_thresh,final_striking,one_mm,original_striking,peakthres,scale,strike_thresh,strike_thresh_02,striking,tail_startpoint,tail_thresh,threshval
0,300,"((48, 396), (500, 702))",192,"[(234, 628), (877, 1013)]","[27.41116751269035, 35.29411764705882]","[37.643018199800004, 69.600733885306099]",0.45,3.21405613885,175,"[(549, -0.24557137423109698), (590, -0.087648302491852334)]",93.34,"[(549, -0.24557137423109698), (590, -0.087648302491852334), (640, -0.010664005555135431), (726, 0.13258614396290519), (788, -0.3966879993339682), (908, 0.20812156113004623), (926, 0.040846837201786133)]",4,0.5,0.65,0.642811227769,"[(549, -0.24557137423109698), (590, -0.087648302491852334), (640, -0.010664005555135431), (726, 0.13258614396290519), (788, -0.3966879993339682), (908, 0.20812156113004623), (926, 0.040846837201786133)]",[138 287],50,0.3
