,annotation,bout_edges,bout_freq,bout_max_amplitude,final_striking,original_striking,striking
0,[],"[(764, 865), (1124, 1217)]","[17.821782178217823, 12.903225806451614]","[35.960517196644879, 94.986333771235508]","[(800, 0.0091451788294662599), (1144, -0.17498863655704042)]","[(800, 0.0091451788294662599), (1144, -0.17498863655704042)]","[(800, 0.0091451788294662599), (1144, -0.17498863655704042)]"
